Category,Source,Title,Link,Description,Stars,RelevanceScore,HasPublicModel,PhilippinesRelevant
Research Paper,arXiv,ARNet: Self-Supervised FG-SBIR with Unified Sample Feature Alignment and Multi-Scale Token Recycling,http://arxiv.org/abs/2406.11551v5,"Fine-Grained Sketch-Based Image Retrieval (FG-SBIR) aims to minimize the distance between sketches and corresponding images in the embedding space. However, scalability is hindered by the growing complexity of solutions, mainly due to the abstract nature of fine-grained sketches. In this paper, we propose an effective approach to narrow the gap between the two domains. It mainly facilitates unifie...",Published: 2024-06-17,3,True,False
Public Model,HuggingFace,hibalaz/trash-detection-model,https://huggingface.co/hibalaz/trash-detection-model,"Pipeline: image-classification | Downloads: 0 | Likes: 0 | Tags: transformers, safetensors, deit, image-classification, arxiv:1910.09700",⬇0 ❤0,3,True,False
Public Model,HuggingFace,Alope/trash-detection-yolo11n,https://huggingface.co/Alope/trash-detection-yolo11n,"Pipeline: object-detection | Downloads: 0 | Likes: 2 | Tags: object-detection, yolov11, trash-detection, license:agpl-3.0, region:us",⬇0 ❤2,3,True,False
Public Model,HuggingFace,Alope/trash-detection-yolo11,https://huggingface.co/Alope/trash-detection-yolo11,"Pipeline:  | Downloads: 0 | Likes: 1 | Tags: license:apache-2.0, region:us",⬇0 ❤1,3,True,False
Public Model,HuggingFace,Oguri02/trash-detection-yolo11l,https://huggingface.co/Oguri02/trash-detection-yolo11l,"Pipeline:  | Downloads: 0 | Likes: 0 | Tags: license:agpl-3.0, region:us",⬇0 ❤0,3,True,False
Public Model,HuggingFace,DevV2M/CNN_Waste_Classification,https://huggingface.co/DevV2M/CNN_Waste_Classification,Pipeline:  | Downloads: 0 | Likes: 0 | Tags: region:us,⬇0 ❤0,3,True,False
Public Model,HuggingFace,hmrizal/recycled_waste_classification,https://huggingface.co/hmrizal/recycled_waste_classification,"Pipeline: image-classification | Downloads: 1 | Likes: 0 | Tags: transformers, tensorboard, safetensors, resnet, image-classification",⬇1 ❤0,3,True,False
Public Model,HuggingFace,dev-kush1803/WasteClassificationCNN,https://huggingface.co/dev-kush1803/WasteClassificationCNN,Pipeline:  | Downloads: 0 | Likes: 0 | Tags: region:us,⬇0 ❤0,3,True,False
Public Model,HuggingFace,itsgokul02/cnn-waste-classification-opencv-pytorch,https://huggingface.co/itsgokul02/cnn-waste-classification-opencv-pytorch,"Pipeline: image-classification | Downloads: 0 | Likes: 0 | Tags: pytorch, CNN, Waste-classification, Image-Classification, image-classification",⬇0 ❤0,3,True,False
Public Model,HuggingFace,kripsjaviya/garbage-image-detection,https://huggingface.co/kripsjaviya/garbage-image-detection,"Pipeline: image-classification | Downloads: 0 | Likes: 1 | Tags: transformers, pytorch, swin, image-classification, autotrain",⬇0 ❤1,3,True,False
Public Model,HuggingFace,Bazaar/cv_corridor_garbage_detection,https://huggingface.co/Bazaar/cv_corridor_garbage_detection,"Pipeline: image-classification | Downloads: 2 | Likes: 0 | Tags: transformers, pytorch, tensorboard, safetensors, vit",⬇2 ❤0,3,True,False
Public Model,HuggingFace,dima806/garbage_types_image_detection,https://huggingface.co/dima806/garbage_types_image_detection,"Pipeline: image-classification | Downloads: 15 | Likes: 1 | Tags: safetensors, vit, image-classification, base_model:google/vit-base-patch16-224-in21k, base_model:finetune:google/vit-base-patch16-224-in21k",⬇15 ❤1,3,True,False
Public Model,HuggingFace,INS-IntelligentNetworkSolutions/waste-detection-faster_rcnn-mmdetection,https://huggingface.co/INS-IntelligentNetworkSolutions/waste-detection-faster_rcnn-mmdetection,"Pipeline: object-detection | Downloads: 0 | Likes: 1 | Tags: waste, dumpsites, drone, droneimagery, waste-detection",⬇0 ❤1,3,True,False
Public Model,HuggingFace,sharktide/waste-detection,https://huggingface.co/sharktide/waste-detection,"Pipeline: object-detection | Downloads: 6 | Likes: 0 | Tags: ultralytics, tensorboard, yolo, torch, torchvision",⬇6 ❤0,3,True,False
Public Model,HuggingFace,Gigaszi/panoramic-waste-detection,https://huggingface.co/Gigaszi/panoramic-waste-detection,"Pipeline:  | Downloads: 0 | Likes: 0 | Tags: en, base_model:Ultralytics/YOLO11, base_model:finetune:Ultralytics/YOLO11, license:unlicense, region:us",⬇0 ❤0,3,True,False
GitHub Topic,GitHub Topics (trash-detection),manaporkun/Trash-Filter-YOLOV5,https://github.com/manaporkun/Trash-Filter-YOLOV5,,23,3,False,False
GitHub Topic,GitHub Topics (waste-detection),Umer-Farooq-CS/Waste-Object-Detection-Segmentation,https://github.com/Umer-Farooq-CS/Waste-Object-Detection-Segmentation,,0,3,False,False
GitHub Topic,GitHub Topics (garbage-detection),ExtraCaterpiller/Waste-and-Litter-Detection,https://github.com/ExtraCaterpiller/Waste-and-Litter-Detection,,5,3,False,False
GitHub Topic,GitHub Topics (garbage-detection),Rinkesh-8/YOLO-NAS_Garbage-Detection,https://github.com/Rinkesh-8/YOLO-NAS_Garbage-Detection,,1,3,False,False
GitHub Topic,GitHub Topics (waste-classification),VIJAY-GADRE/Waste_Classification_using_ResNet152,https://github.com/VIJAY-GADRE/Waste_Classification_using_ResNet152,,7,3,False,False
GitHub Topic,GitHub Topics (waste-classification),UmutUsenmez/waste-classification-yolo11,https://github.com/UmutUsenmez/waste-classification-yolo11,,0,3,False,False
GitHub Topic,GitHub Topics (garbage-classification),BhaveshBhakta/Garbage-Classification-Using-MobileNetV2,https://github.com/BhaveshBhakta/Garbage-Classification-Using-MobileNetV2,,0,3,False,False
GitHub Topic,GitHub Topics (trash-classification),nurlanjalil/efficientnet-trashnet-tpu,https://github.com/nurlanjalil/efficientnet-trashnet-tpu,,0,3,False,False
GitHub Topic,GitHub Topics (trash-classification),farhanlamiran/TrashDetectionClasification-with-CNN,https://github.com/farhanlamiran/TrashDetectionClasification-with-CNN,,0,3,False,False
GitHub Search,GitHub Search (waste detection api),anujeet98/plastic-waste-detection,https://github.com/anujeet98/plastic-waste-detection,,,3,False,False
GitHub Search,GitHub Search (trash classification deep learning),Kanomgenez/Trash_Classification_CNN,https://github.com/Kanomgenez/Trash_Classification_CNN,,,3,False,False
GitHub Search,GitHub Search (waste detection yolo),entbappy/End-to-end-Waste-Detection-Using-Yolo-v5,https://github.com/entbappy/End-to-end-Waste-Detection-Using-Yolo-v5,,,3,False,False
GitHub Search,GitHub Search (waste detection yolo),manjunathsept11/Medical-Waste-Object-Detection-Using-YOLO,https://github.com/manjunathsept11/Medical-Waste-Object-Detection-Using-YOLO,,,3,False,False
GitHub Search,GitHub Search (waste detection yolo),mgmike1011/yolo_waste_detection,https://github.com/mgmike1011/yolo_waste_detection,,,3,False,False
GitHub Search,GitHub Search (recyclable waste classifier),deepak2233/Waste-or-Garbage-Classification-Using-Deep-Learning,https://github.com/deepak2233/Waste-or-Garbage-Classification-Using-Deep-Learning,,,3,False,False
GitHub Search,GitHub Search (waste detection roboflow),ABDURRAHMAAN1593/waste-detection-classification,https://github.com/ABDURRAHMAAN1593/waste-detection-classification,,,3,False,False
GitHub Search,GitHub Search (waste detection roboflow),penelopedef/Waste_Detection_and_Classification,https://github.com/penelopedef/Waste_Detection_and_Classification,,,3,False,False
GitHub Search,GitHub Search (waste detection roboflow),Vandhana555/Waste-Classification-using-Object-Detection,https://github.com/Vandhana555/Waste-Classification-using-Object-Detection,,,3,False,False
GitHub Search,GitHub Search (waste detection roboflow),HarithaxR/Waste-classification-using-object-detection,https://github.com/HarithaxR/Waste-classification-using-object-detection,,,3,False,False
GitHub Search,GitHub Search (garbage detection tensorflow),ambujraj2001/Garbage-Detection-and-Segmentation,https://github.com/ambujraj2001/Garbage-Detection-and-Segmentation,,,3,False,False
GitHub Search,GitHub Search (trash detection pytorch),YuTerry2020/Pytorch-YoloV4-trash-detection,https://github.com/YuTerry2020/Pytorch-YoloV4-trash-detection,,,3,False,False
Research Paper,arXiv,Geometrically Adaptive Dictionary Attack on Face Recognition,http://arxiv.org/abs/2111.04371v1,"CNN-based face recognition models have brought remarkable performance improvement, but they are vulnerable to adversarial perturbations. Recent studies have shown that adversaries can fool the models even if they can only access the models' hard-label output. However, since many queries are needed to find imperceptible adversarial noise, reducing the number of queries is crucial for these attacks....",Published: 2021-11-08,3,False,False
GitHub Topic,GitHub Topics (trash-detection),AapseMatlb/pickasso-vision-inference,https://github.com/AapseMatlb/pickasso-vision-inference,,1,2,True,False
GitHub Topic,GitHub Topics (trash-classification),DarkXDemonX/vision-sorter,https://github.com/DarkXDemonX/vision-sorter,,2,2,True,False
GitHub Search,GitHub Search (marine debris detection),orbtl-ai/ml-md-api,https://github.com/orbtl-ai/ml-md-api,,,2,True,False
Public Model,HuggingFace,Jhandry/TrashDetection,https://huggingface.co/Jhandry/TrashDetection,"Pipeline:  | Downloads: 0 | Likes: 0 | Tags: climate, es, license:openrail, region:us",⬇0 ❤0,2,True,False
Public Model,HuggingFace,AthikDevelopers/object-detection-trash,https://huggingface.co/AthikDevelopers/object-detection-trash,"Pipeline:  | Downloads: 0 | Likes: 0 | Tags: tf-keras, region:us",⬇0 ❤0,2,True,False
Public Model,HuggingFace,rubbi194/trash-detection,https://huggingface.co/rubbi194/trash-detection,Pipeline:  | Downloads: 0 | Likes: 0 | Tags: region:us,⬇0 ❤0,2,True,False
Public Model,HuggingFace,rubbi194/trashdetection,https://huggingface.co/rubbi194/trashdetection,Pipeline:  | Downloads: 0 | Likes: 0 | Tags: region:us,⬇0 ❤0,2,True,False
Public Model,HuggingFace,artmiss/trashify-object-detection-model,https://huggingface.co/artmiss/trashify-object-detection-model,"Pipeline: object-detection | Downloads: 17 | Likes: 0 | Tags: transformers, safetensors, rt_detr_v2, object-detection, arxiv:1910.09700",⬇17 ❤0,2,True,False
Public Model,HuggingFace,XYZ123XYZ/waste-classification,https://huggingface.co/XYZ123XYZ/waste-classification,"Pipeline: text-classification | Downloads: 0 | Likes: 0 | Tags: transformers, tensorboard, safetensors, bert, text-classification",⬇0 ❤0,2,True,False
Public Model,HuggingFace,XYZ123XYZ/waste-classification-2,https://huggingface.co/XYZ123XYZ/waste-classification-2,"Pipeline: text-classification | Downloads: 0 | Likes: 0 | Tags: transformers, tensorboard, safetensors, bert, text-classification",⬇0 ❤0,2,True,False
Public Model,HuggingFace,VasuSingh/fastai_waste_classification,https://huggingface.co/VasuSingh/fastai_waste_classification,"Pipeline:  | Downloads: 0 | Likes: 0 | Tags: license:apache-2.0, region:us",⬇0 ❤0,2,True,False
Public Model,HuggingFace,Tazli/WasteClassification,https://huggingface.co/Tazli/WasteClassification,"Pipeline:  | Downloads: 0 | Likes: 0 | Tags: license:creativeml-openrail-m, region:us",⬇0 ❤0,2,True,False
Public Model,HuggingFace,Giecom/google-vit-base-patch16-224-Waste-O-I-classification,https://huggingface.co/Giecom/google-vit-base-patch16-224-Waste-O-I-classification,"Pipeline: image-classification | Downloads: 0 | Likes: 0 | Tags: transformers, safetensors, vit, image-classification, generated_from_trainer",⬇0 ❤0,2,True,False
Public Model,HuggingFace,sebastiancgeorge/ensembled_waste_classification,https://huggingface.co/sebastiancgeorge/ensembled_waste_classification,"Pipeline:  | Downloads: 7 | Likes: 1 | Tags: keras, license:mit, region:us",⬇7 ❤1,2,True,False
Public Model,HuggingFace,sanjaykatkuri/wasteclassification,https://huggingface.co/sanjaykatkuri/wasteclassification,"Pipeline:  | Downloads: 1 | Likes: 0 | Tags: keras, license:mit, region:us",⬇1 ❤0,2,True,False
Public Model,HuggingFace,petcht1507/waste-classification,https://huggingface.co/petcht1507/waste-classification,"Pipeline:  | Downloads: 0 | Likes: 0 | Tags: license:apache-2.0, region:us",⬇0 ❤0,2,True,False
Public Model,HuggingFace,DoggyDev/LR_waste_classification,https://huggingface.co/DoggyDev/LR_waste_classification,"Pipeline:  | Downloads: 0 | Likes: 0 | Tags: license:unlicense, region:us",⬇0 ❤0,2,True,False
Public Model,HuggingFace,nelsonansu/nelson-bart-waste-classification,https://huggingface.co/nelsonansu/nelson-bart-waste-classification,"Pipeline:  | Downloads: 0 | Likes: 0 | Tags: transformers, safetensors, bart, text2text-generation, arxiv:1910.09700",⬇0 ❤0,2,True,False
Public Model,HuggingFace,HrutikAdsare/Waste-classification,https://huggingface.co/HrutikAdsare/Waste-classification,"Pipeline:  | Downloads: 0 | Likes: 0 | Tags: tensorboard, region:us",⬇0 ❤0,2,True,False
Public Model,HuggingFace,vighnesh-18/Intelligent-Waste-Classification,https://huggingface.co/vighnesh-18/Intelligent-Waste-Classification,"Pipeline:  | Downloads: 0 | Likes: 0 | Tags: license:apache-2.0, region:us",⬇0 ❤0,2,True,False
Public Model,HuggingFace,nonamelife/garbage-detection-model,https://huggingface.co/nonamelife/garbage-detection-model,"Pipeline:  | Downloads: 5 | Likes: 0 | Tags: keras, region:us",⬇5 ❤0,2,True,False
Public Model,HuggingFace,Numgfsdf/garbage-detection-model,https://huggingface.co/Numgfsdf/garbage-detection-model,"Pipeline:  | Downloads: 0 | Likes: 0 | Tags: license:apache-2.0, region:us",⬇0 ❤0,2,True,False
Public Model,HuggingFace,mehmet5643/waste-detection,https://huggingface.co/mehmet5643/waste-detection,Pipeline:  | Downloads: 0 | Likes: 0 | Tags: region:us,⬇0 ❤0,2,True,False
Public Model,HuggingFace,hoangtrong/waste_detection,https://huggingface.co/hoangtrong/waste_detection,Pipeline:  | Downloads: 0 | Likes: 0 | Tags: region:us,⬇0 ❤0,2,True,False
Public Model,HuggingFace,yutakoike/waste-detections-models,https://huggingface.co/yutakoike/waste-detections-models,Pipeline:  | Downloads: 0 | Likes: 0 | Tags: region:us,⬇0 ❤0,2,True,False
Public Model,HuggingFace,esapzoi/Litter-Detection-Model-Try,https://huggingface.co/esapzoi/Litter-Detection-Model-Try,Pipeline:  | Downloads: 0 | Likes: 0 | Tags: region:us,⬇0 ❤0,2,True,False
Public Model,HuggingFace,taher-dev/litter-detection,https://huggingface.co/taher-dev/litter-detection,"Pipeline:  | Downloads: 0 | Likes: 0 | Tags: license:mit, region:us",⬇0 ❤0,2,True,False
GitHub Topic,GitHub Topics (trash-detection),majsylw/litter-detection-review,https://github.com/majsylw/litter-detection-review,,67,2,False,False
GitHub Topic,GitHub Topics (trash-detection),karanwxliaa/Underwater-Trash-Detection,https://github.com/karanwxliaa/Underwater-Trash-Detection,,26,2,False,False
GitHub Topic,GitHub Topics (trash-detection),Advaith3600/trash-detection-ros,https://github.com/Advaith3600/trash-detection-ros,,1,2,False,False
GitHub Topic,GitHub Topics (trash-detection),pouyasattari/trash-detection-cleanloop-project,https://github.com/pouyasattari/trash-detection-cleanloop-project,,0,2,False,False
GitHub Topic,GitHub Topics (waste-detection),GISLab-ELTE/WasteDetection,https://github.com/GISLab-ELTE/WasteDetection,,12,2,False,False
GitHub Topic,GitHub Topics (waste-detection),00200200/Video-Waste-Dumping-Detection---IWDD,https://github.com/00200200/Video-Waste-Dumping-Detection---IWDD,,4,2,False,False
GitHub Topic,GitHub Topics (waste-detection),AliHamzaAzam/vision-dl-waste-detection,https://github.com/AliHamzaAzam/vision-dl-waste-detection,,0,2,False,False
GitHub Topic,GitHub Topics (waste-detection),AssadUllahKhan/Object-Detection-For-Waste-Management-Project,https://github.com/AssadUllahKhan/Object-Detection-For-Waste-Management-Project,,0,2,False,False
GitHub Topic,GitHub Topics (garbage-detection),AidinHamedi/Pytorch-Garbage-Classification,https://github.com/AidinHamedi/Pytorch-Garbage-Classification,,5,2,False,False
GitHub Topic,GitHub Topics (garbage-detection),vishvaspatel/GARBAGE-DETECTION,https://github.com/vishvaspatel/GARBAGE-DETECTION,,0,2,False,False
GitHub Topic,GitHub Topics (waste-classification),aniass/Waste-Classification,https://github.com/aniass/Waste-Classification,,9,2,False,False
GitHub Topic,GitHub Topics (waste-classification),Salaar-Saaiem/AI-powered-Waste-Classification-System-using-deep-learning,https://github.com/Salaar-Saaiem/AI-powered-Waste-Classification-System-using-deep-learning,,5,2,False,False
GitHub Topic,GitHub Topics (waste-classification),209sontung/domestic-waste-classification,https://github.com/209sontung/domestic-waste-classification,,3,2,False,False
GitHub Topic,GitHub Topics (waste-classification),sleepingcat4/wasteclassification,https://github.com/sleepingcat4/wasteclassification,,3,2,False,False
GitHub Topic,GitHub Topics (waste-classification),Data-pageup/EcoWaste-AI-Smart-Waste-Classification-Carbon-Footprint-Estimator,https://github.com/Data-pageup/EcoWaste-AI-Smart-Waste-Classification-Carbon-Footprint-Estimator,,2,2,False,False
GitHub Topic,GitHub Topics (waste-classification),arielyosua/Waste-Classification-Using-Convolutional-Neural,https://github.com/arielyosua/Waste-Classification-Using-Convolutional-Neural,,1,2,False,False
GitHub Topic,GitHub Topics (waste-classification),janaalbader28/Waste-Classification-ViT,https://github.com/janaalbader28/Waste-Classification-ViT,,1,2,False,False
GitHub Topic,GitHub Topics (waste-classification),JAINAM-11/Garbage-Classification,https://github.com/JAINAM-11/Garbage-Classification,,1,2,False,False
GitHub Topic,GitHub Topics (waste-classification),tonumayworkspace-creator/waste-product-classification,https://github.com/tonumayworkspace-creator/waste-product-classification,,1,2,False,False
GitHub Topic,GitHub Topics (waste-classification),shabir-mp/Waste-Sorting-Classification,https://github.com/shabir-mp/Waste-Sorting-Classification,,1,2,False,False
GitHub Topic,GitHub Topics (waste-classification),Ezzzzz4/waste_classification,https://github.com/Ezzzzz4/waste_classification,,0,2,False,False
GitHub Topic,GitHub Topics (waste-classification),SaiLikith14/Waste_classification,https://github.com/SaiLikith14/Waste_classification,,0,2,False,False
GitHub Topic,GitHub Topics (waste-classification),samruddhi2865/Waste-Classification-Segregation-Web-Application-,https://github.com/samruddhi2865/Waste-Classification-Segregation-Web-Application-,,0,2,False,False
GitHub Topic,GitHub Topics (waste-classification),iijumanaAhmed/Waste-Classification-ViT,https://github.com/iijumanaAhmed/Waste-Classification-ViT,,0,2,False,False
GitHub Topic,GitHub Topics (waste-classification),Kayzucker/waste-product-classification,https://github.com/Kayzucker/waste-product-classification,,0,2,False,False
GitHub Topic,GitHub Topics (waste-classification),SarangPratap/Waste_Classification,https://github.com/SarangPratap/Waste_Classification,,0,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),guanqr/Garbage-Classification,https://github.com/guanqr/Garbage-Classification,,65,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),rikzze1/garbage-classification,https://github.com/rikzze1/garbage-classification,,19,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),supriya811106/Garbage-Classification-System,https://github.com/supriya811106/Garbage-Classification-System,,9,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),Krystkowiakk/Plastic-or-Glass---Image-Classification-with-Deep-Learning,https://github.com/Krystkowiakk/Plastic-or-Glass---Image-Classification-with-Deep-Learning,,5,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),AidinHamedi/Pytorch-Garbage-Classification-V2,https://github.com/AidinHamedi/Pytorch-Garbage-Classification-V2,,4,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),alrescha79-cmd/garbage-classification,https://github.com/alrescha79-cmd/garbage-classification,,4,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),aesopdev/garbage_classification_model_smam,https://github.com/aesopdev/garbage_classification_model_smam,,3,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),huang8235/Garbage_Classification,https://github.com/huang8235/Garbage_Classification,,2,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),kumarsubedi93/garbage-detection,https://github.com/kumarsubedi93/garbage-detection,,2,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),Awais-Asghar/RecycleVision-Automated-Waste-Classification-using-EfficientlNet,https://github.com/Awais-Asghar/RecycleVision-Automated-Waste-Classification-using-EfficientlNet,,1,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),uea-geral/rna-garbage-classification,https://github.com/uea-geral/rna-garbage-classification,,1,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),alihaseeb123/Garbage-Classification-AI-Model,https://github.com/alihaseeb123/Garbage-Classification-AI-Model,,0,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),lvbaotram/Classification_Garbage,https://github.com/lvbaotram/Classification_Garbage,,0,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),ptydhis/garbage-classification,https://github.com/ptydhis/garbage-classification,,0,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),SleepyMiner/Garbage-Classification,https://github.com/SleepyMiner/Garbage-Classification,,0,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),isaac-berlin/CV_Garbage_Detection,https://github.com/isaac-berlin/CV_Garbage_Detection,,0,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),PrinceeSingh/Garbage_Classification,https://github.com/PrinceeSingh/Garbage_Classification,,0,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),ArianJr/garbage-classification-transfer-learning,https://github.com/ArianJr/garbage-classification-transfer-learning,,0,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),tutisnn/Smart-Waste-Detection-System,https://github.com/tutisnn/Smart-Waste-Detection-System,,0,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),Felipecastanog/garbage-classification-assignment,https://github.com/Felipecastanog/garbage-classification-assignment,,0,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),tony123105/COMP4423_Garbage_Classification,https://github.com/tony123105/COMP4423_Garbage_Classification,,0,2,False,False
GitHub Topic,GitHub Topics (garbage-classification),Ada-Nuevalos/Garbage-Classification,https://github.com/Ada-Nuevalos/Garbage-Classification,,0,2,False,False
GitHub Topic,GitHub Topics (trash-classification),vladalexey/webapp-trash-classification,https://github.com/vladalexey/webapp-trash-classification,,9,2,False,False
GitHub Topic,GitHub Topics (trash-classification),figomahawangsa/CNN-Waste-Sort-Group-Research,https://github.com/figomahawangsa/CNN-Waste-Sort-Group-Research,,0,2,False,False
GitHub Topic,GitHub Topics (trash-classification),HiroshiJoe/Trash_Classification,https://github.com/HiroshiJoe/Trash_Classification,,0,2,False,False
GitHub Topic,GitHub Topics (trash-classification),swapnil233/trash-classification,https://github.com/swapnil233/trash-classification,,0,2,False,False
GitHub Topic,GitHub Topics (trash-classification),fahmizainal17/Smart_Waste_Classification_Project,https://github.com/fahmizainal17/Smart_Waste_Classification_Project,,0,2,False,False
GitHub Topic,GitHub Topics (litter-detection),bipinthecoder/Street-Litter-Detection,https://github.com/bipinthecoder/Street-Litter-Detection,,5,2,False,False
GitHub Topic,GitHub Topics (plastic-detection),CharlesbrownK/Plastic-detection,https://github.com/CharlesbrownK/Plastic-detection,,4,2,False,False
GitHub Topic,GitHub Topics (plastic-detection),zeeshan020dev/Plastic-Objects-Detection-System-DIP,https://github.com/zeeshan020dev/Plastic-Objects-Detection-System-DIP,,0,2,False,False
GitHub Search,GitHub Search (waste detection api),dnamkaa/Underwater_waste_Detection,https://github.com/dnamkaa/Underwater_waste_Detection,,,2,False,False
GitHub Search,GitHub Search (garbage detection model),dfayzur/garbage-object-detection,https://github.com/dfayzur/garbage-object-detection,,,2,False,False
GitHub Search,GitHub Search (garbage detection model),jksingh07/Garbage-Detection,https://github.com/jksingh07/Garbage-Detection,,,2,False,False
GitHub Search,GitHub Search (garbage detection model),binguliki/Garbage-Detection,https://github.com/binguliki/Garbage-Detection,,,2,False,False
GitHub Search,GitHub Search (garbage detection model),Sneha1214/Garabge-Detection-and-Classification-from-Images,https://github.com/Sneha1214/Garabge-Detection-and-Classification-from-Images,,,2,False,False
GitHub Search,GitHub Search (garbage detection model),mg0806/GarbageDetectionModel,https://github.com/mg0806/GarbageDetectionModel,,,2,False,False
GitHub Search,GitHub Search (trash classification deep learning),Tryffin/Trash_Classification_Deep_Learning,https://github.com/Tryffin/Trash_Classification_Deep_Learning,,,2,False,False
GitHub Search,GitHub Search (trash classification deep learning),tanishq-ctrl/waste-classification,https://github.com/tanishq-ctrl/waste-classification,,,2,False,False
GitHub Search,GitHub Search (trash classification deep learning),zhimg/Trash-Image-Classification-System-using-Machine-Learning-and-Deep-Learning-Algorithms,https://github.com/zhimg/Trash-Image-Classification-System-using-Machine-Learning-and-Deep-Learning-Algorithms,,,2,False,False
GitHub Search,GitHub Search (trash classification deep learning),manasasanjeev/Trash-Classification_Deep-Learning-Project,https://github.com/manasasanjeev/Trash-Classification_Deep-Learning-Project,,,2,False,False
GitHub Search,GitHub Search (trash classification deep learning),fercho-0109/DeepLearning-TrashClassification,https://github.com/fercho-0109/DeepLearning-TrashClassification,,,2,False,False
GitHub Search,GitHub Search (trash classification deep learning),nipun-khanna/Trash-Classification-Deep-Learning,https://github.com/nipun-khanna/Trash-Classification-Deep-Learning,,,2,False,False
GitHub Search,GitHub Search (waste detection yolo),ilhamsyahids/ncnn-android-yolox,https://github.com/ilhamsyahids/ncnn-android-yolox,,,2,False,False
GitHub Search,GitHub Search (marine debris detection),Otutu11/Marine-Debris-Detection,https://github.com/Otutu11/Marine-Debris-Detection,,,2,False,False
GitHub Search,GitHub Search (marine debris detection),LaurentZC/MarineFloatingDebrisDetectionSystem,https://github.com/LaurentZC/MarineFloatingDebrisDetectionSystem,,,2,False,False
GitHub Search,GitHub Search (marine debris detection),vansh18/marine-debris-detection,https://github.com/vansh18/marine-debris-detection,,,2,False,False
GitHub Search,GitHub Search (marine debris detection),HengWeiBin/DMNet-for-Marine-Debris-Detection,https://github.com/HengWeiBin/DMNet-for-Marine-Debris-Detection,,,2,False,False
GitHub Search,GitHub Search (litter detection opencv),HemanthGowdaaa/Littering_detection_using_opencv,https://github.com/HemanthGowdaaa/Littering_detection_using_opencv,,,2,False,False
GitHub Search,GitHub Search (litter detection opencv),SnappierSoap318/Littering-Detection-OpenCV,https://github.com/SnappierSoap318/Littering-Detection-OpenCV,,,2,False,False
GitHub Search,GitHub Search (litter detection opencv),BellOriba/litter-detection,https://github.com/BellOriba/litter-detection,,,2,False,False
GitHub Search,GitHub Search (litter detection opencv),BharathBillawa/tf-littering-detection,https://github.com/BharathBillawa/tf-littering-detection,,,2,False,False
GitHub Search,GitHub Search (litter detection opencv),HemanthGowdaaa/Litter_detection_using_openCV,https://github.com/HemanthGowdaaa/Litter_detection_using_openCV,,,2,False,False
GitHub Search,GitHub Search (litter detection opencv),devrihan/Litter-detection-ML,https://github.com/devrihan/Litter-detection-ML,,,2,False,False
GitHub Search,GitHub Search (litter detection opencv),Muhammad-Ammar-Anwar/-Smart-Garbage-Detection-and-Reporting-System-Using-AI,https://github.com/Muhammad-Ammar-Anwar/-Smart-Garbage-Detection-and-Reporting-System-Using-AI,,,2,False,False
GitHub Search,GitHub Search (recyclable waste classifier),techSash/Waste-classification,https://github.com/techSash/Waste-classification,,,2,False,False
GitHub Search,GitHub Search (recyclable waste classifier),mohanmohadikar/WASTE-SEGREGATION-USING-IMAGE-CLASSIFICATION,https://github.com/mohanmohadikar/WASTE-SEGREGATION-USING-IMAGE-CLASSIFICATION,,,2,False,False
GitHub Search,GitHub Search (trash segmentation model),TheOceanCleanup/RiverTrashSegmentation,https://github.com/TheOceanCleanup/RiverTrashSegmentation,,,2,False,False
GitHub Search,GitHub Search (trash segmentation model),Tomaslapes/Trash-Instance-Segmentation,https://github.com/Tomaslapes/Trash-Instance-Segmentation,,,2,False,False
GitHub Search,GitHub Search (trash segmentation model),MadhavanBS/Trash-Segmentation-with-Unet,https://github.com/MadhavanBS/Trash-Segmentation-with-Unet,,,2,False,False
GitHub Search,GitHub Search (waste detection roboflow),boss4848/waste-detection,https://github.com/boss4848/waste-detection,,,2,False,False
GitHub Search,GitHub Search (waste detection roboflow),yokshanap/smart-waste-detection,https://github.com/yokshanap/smart-waste-detection,,,2,False,False
GitHub Search,GitHub Search (waste detection roboflow),advithid/waste-detection2,https://github.com/advithid/waste-detection2,,,2,False,False
GitHub Search,GitHub Search (garbage detection tensorflow),ashok-1998/Garbage_detection_using_tensorflow,https://github.com/ashok-1998/Garbage_detection_using_tensorflow,,,2,False,False
